"STATION_CODE","STATION_NAME","LATIN_NAME","SAMPLE_DATE","TISSUE_NAME","SAMPLE_NO","REPNO","NAME","VALUE","FLAG1","FLAG2","UNIT","DETECTION_LIMIT","UNCERTAINTY","QUANTIFICATION_LIMIT","APPROVED","REMARK_sample","REMARK_chem","STATION_ID","SAMPLE_ID","METHOD_ID","VALUE_ID","TISSUE_ID","TAXONOMY_CODE_ID","MYEAR"
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Dioktyltinn (DOT)",0.8,"<",NA,"NG_P_G",NA,NA,5,1,NA,NA,67478,242169,36519,1875283,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Krysen",0.846,NA,NA,"NG_P_G",NA,NA,NA,1,NA,NA,67478,242169,36476,1875255,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Trifenyltinn (TPhT)-Sn",0.27,"<",NA,"NG_P_G",NA,NA,NA,1,NA,NA,67478,242169,36618,1875305,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"PCB 123",3.41,NA,NA,"PG_P_G",NA,0,0.8,1,NA,NA,67478,242169,36559,1875307,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Pyren",1.34,NA,NA,"NG_P_G",NA,NA,NA,1,NA,NA,67478,242169,36474,1875277,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"PCB 156",15.5,NA,NA,"PG_P_G",NA,0,4.4,1,NA,NA,67478,242169,36571,1875262,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"PCB 169",3.16,"<",NA,"PG_P_G",NA,NA,2.4,1,NA,NA,67478,242169,36563,1875264,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"PCB 118",206,NA,NA,"PG_P_G",NA,0,28,1,NA,NA,67478,242169,36443,1875275,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Benzo[k]fluoranten",0.491,NA,NA,"NG_P_G",NA,NA,NA,1,NA,NA,67478,242169,36479,1875246,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"PCB 180",0.263,"<",NA,"NG_P_G",NA,NA,0.2,1,NA,NA,67478,242169,36557,1875300,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"PCB 101",0.263,"<",NA,"NG_P_G",NA,NA,0.2,1,NA,NA,67478,242169,36554,1875273,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"PCB 114",4.81,NA,NA,"PG_P_G",NA,0,1.1,1,NA,NA,67478,242169,35641,1875254,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Tributyltinn (TBT)-Sn",4.9,NA,NA,"NG_P_G",NA,NA,NA,1,NA,NA,67478,242169,36617,1875252,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Fenantren",3.11,"<",NA,"NG_P_G",NA,NA,NA,1,NA,NA,67478,242169,36466,1875291,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Acenaften",1.33,"<",NA,"NG_P_G",NA,NA,NA,1,NA,NA,67478,242169,36467,1875285,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Monobutyltinn (MBT)",1.9,NA,NA,"NG_P_G",NA,NA,5,1,NA,NA,67478,242169,36515,1875251,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2016-03-16,"Whole soft body",1,1,"Krysen+Trifenylen",6.6,NA,NA,"UG_P_KG",NA,50,0.5,1,NA,NA,67478,246963,36372,2018054,7,8859,2016
"BL4","Kjellviga","Mytilus edulis",2016-03-16,"Whole soft body",1,1,"Fettinnhold",2.8,NA,NA,"PERCENT",NA,20,0.1,1,NA,NA,67478,246963,35491,2018063,7,8859,2016
"BL4","Kjellviga","Mytilus edulis",2016-03-16,"Whole soft body",1,1,"Fluoren",1.2,NA,NA,"UG_P_KG",NA,60,0.5,1,NA,NA,67478,246963,36362,2018036,7,8859,2016
"BL4","Kjellviga","Mytilus edulis",2016-03-16,"Whole soft body",1,1,"Sink",20,NA,NA,"MG_P_KG",NA,25,0.5,1,NA,NA,67478,246963,35559,2018043,7,8859,2016
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Tetrabutyltinn (TetraBT)",0.8,"<",NA,"NG_P_G",NA,NA,5,1,NA,NA,67478,242169,36521,1875279,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"PCB 52",0.263,"<",NA,"NG_P_G",NA,NA,0.2,1,NA,NA,67478,242169,36553,1875278,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"PCB 126",1.3,NA,NA,"PG_P_G",NA,0,0.5,1,NA,NA,67478,242169,36560,1875271,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"WHO(2005)-PCB TEQ inkl. LOQ",0.237,NA,NA,"PG_P_G",NA,NA,0.13,1,NA,NA,67478,242169,36566,1875256,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"PCB 138",0.348,NA,NA,"NG_P_G",NA,0,0.2,1,NA,NA,67478,242169,36555,1875266,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Kadmium",0.089,NA,NA,"MG_P_KG",NA,25,0.001,1,NA,NA,67478,242169,35667,1875270,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"WHO(2005)-PCB TEQ eksl. LOQ",0.143,NA,NA,"PG_P_G",NA,NA,NA,1,NA,NA,67478,242169,36565,1875298,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Monobutyltinn (MBT)-Sn",0.75,NA,NA,"NG_P_G",NA,0,NA,1,NA,NA,67478,246671,36614,2014303,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Krysen",1.06,NA,NA,"UG_P_KG",NA,0,NA,1,NA,NA,67478,246671,36688,2014323,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Benzo[a]pyren",0.315,"<",NA,"UG_P_KG",NA,0,NA,1,NA,NA,67478,246671,36360,2014316,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Pyren",1.3,"<",NA,"UG_P_KG",NA,0,NA,1,NA,NA,67478,246671,36364,2014321,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Monobutyltinn (MBT)",1.1,NA,NA,"NG_P_G",NA,0,NA,1,NA,NA,67478,246671,36515,2014325,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Acenaften",4,"<",NA,"UG_P_KG",NA,0,NA,1,NA,NA,67478,246671,36357,2014313,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Trisykloheksyltinn (TCHT)",1.6,"<",NA,"NG_P_G",NA,0,NA,1,NA,NA,67478,246671,36514,2014300,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Benzo[b,j]fluoranten",1.09,NA,NA,"UG_P_KG",NA,0,NA,1,NA,NA,67478,246671,36366,2014324,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Dioktyltinn-Sn (DOT-Sn)",0.28,"<",NA,"NG_P_G",NA,0,NA,1,NA,NA,67478,246671,36613,2014302,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Tributyltinn (TBT)-Sn",6.7,NA,NA,"NG_P_G",NA,0,NA,1,NA,NA,67478,246671,36617,2014306,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2016-03-16,"Whole soft body",1,1,"Acenaften",0.5,"<",NA,"UG_P_KG",NA,60,0.5,1,NA,NA,67478,246963,36357,2018031,7,8859,2016
"BL4","Kjellviga","Mytilus edulis",2016-03-16,"Whole soft body",1,1,"Tributyltinn (TBT)",15.8,NA,NA,"UG_P_KG",NA,NA,0.3,1,NA,NA,67478,246963,36340,2018057,7,8859,2016
"BL4","Kjellviga","Mytilus edulis",2016-03-16,"Whole soft body",1,1,"Bly",0.22,NA,NA,"MG_P_KG",NA,40,0.03,1,NA,NA,67478,246963,35556,2018050,7,8859,2016
"BL4","Kjellviga","Mytilus edulis",2016-03-16,"Whole soft body",1,1,"Trisykloheksyltinn (TCHT)",0.3,"<",NA,"UG_P_KG",NA,NA,0.3,1,NA,NA,67478,246963,36344,2018061,7,8859,2016
"BL4","Kjellviga","Mytilus edulis",2016-03-16,"Whole soft body",1,1,"Pyren",7.3,NA,NA,"UG_P_KG",NA,50,0.5,1,NA,NA,67478,246963,36364,2018038,7,8859,2016
"BL4","Kjellviga","Mytilus edulis",2016-03-16,"Whole soft body",1,1,"Benzo[a]pyren",0.56,NA,NA,"UG_P_KG",NA,70,0.5,1,NA,NA,67478,246963,36360,2018034,7,8859,2016
"BL4","Kjellviga","Mytilus edulis",2016-03-16,"Whole soft body",1,1,"Acenaftylen",0.5,"<",NA,"UG_P_KG",NA,70,0.5,1,NA,NA,67478,246963,36358,2018032,7,8859,2016
"BL4","Kjellviga","Mytilus edulis",2016-03-16,"Whole soft body",1,1,"Trifenyltinn (TPhT)",0.3,"<",NA,"UG_P_KG",NA,NA,0.3,1,NA,NA,67478,246963,36343,2018060,7,8859,2016
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Trisykloheksyltinn (TCHT)",1.6,"<",NA,"NG_P_G",NA,NA,10,1,NA,NA,67478,242169,36514,1875253,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2016-03-16,"Whole soft body",1,1,"Dioktyltinn (DOT)",0.4,"<",NA,"UG_P_KG",NA,NA,0.4,1,NA,NA,67478,246963,36342,2018059,7,8859,2016
"BL4","Kjellviga","Mytilus edulis",2016-03-16,"Whole soft body",1,1,"Kvikksølv",0.014,NA,NA,"MG_P_KG",NA,30,0.005,1,NA,NA,67478,246963,35532,2018048,7,8859,2016
"BL4","Kjellviga","Mytilus edulis",2016-03-16,"Whole soft body",1,1,"Benzo[g,h,i]perylen",0.79,NA,NA,"UG_P_KG",NA,70,0.5,1,NA,NA,67478,246963,36361,2018035,7,8859,2016
"BL4","Kjellviga","Mytilus edulis",2016-03-16,"Whole soft body",1,1,"Benzo[a]antracen",1.5,NA,NA,"UG_P_KG",NA,60,0.5,1,NA,NA,67478,246963,36367,2018044,7,8859,2016
"BL4","Kjellviga","Mytilus edulis",2016-03-16,"Whole soft body",1,1,"Fenantren",9.4,NA,NA,"UG_P_KG",NA,40,0.5,1,NA,NA,67478,246963,36371,2018055,7,8859,2016
"BL4","Kjellviga","Mytilus edulis",2016-03-16,"Whole soft body",1,1,"Fluoranten",12,NA,NA,"UG_P_KG",NA,60,0.5,1,NA,NA,67478,246963,36365,2018039,7,8859,2016
"BL4","Kjellviga","Mytilus edulis",2016-03-16,"Whole soft body",1,1,"Arsen",3.3,NA,NA,"MG_P_KG",NA,30,0.05,1,NA,NA,67478,246963,35555,2018049,7,8859,2016
"BL4","Kjellviga","Mytilus edulis",2016-03-16,"Whole soft body",1,1,"Tørrstoff %",20,NA,NA,"PERCENT",NA,12,0.02,1,NA,NA,67478,246963,36352,2018062,7,8859,2016
"BL4","Kjellviga","Mytilus edulis",2016-03-16,"Whole soft body",1,1,"Naftalen",0.97,NA,NA,"UG_P_KG",NA,70,0.5,1,NA,NA,67478,246963,36370,2018047,7,8859,2016
"BL4","Kjellviga","Mytilus edulis",2016-03-16,"Whole soft body",1,1,"Kadmium",0.1,NA,NA,"MG_P_KG",NA,25,0.001,1,NA,NA,67478,246963,35557,2018051,7,8859,2016
"BL4","Kjellviga","Mytilus edulis",2016-03-16,"Whole soft body",1,1,"Indeno[1,2,3-cd]pyren",0.5,"<",NA,"UG_P_KG",NA,70,0.5,1,NA,NA,67478,246963,36363,2018037,7,8859,2016
"BL4","Kjellviga","Mytilus edulis",2016-03-16,"Whole soft body",1,1,"Benzo[k]fluoranten",2.3,NA,NA,"UG_P_KG",NA,70,0.5,1,NA,NA,67478,246963,36368,2018045,7,8859,2016
"BL4","Kjellviga","Mytilus edulis",2016-03-16,"Whole soft body",1,1,"Monobutyltinn (MBT)",0.9,NA,NA,"UG_P_KG",NA,NA,0.3,1,NA,NA,67478,246963,35672,2018041,7,8859,2016
"BL4","Kjellviga","Mytilus edulis",2016-03-16,"Whole soft body",1,1,"Monooktyltinn (MOT)",0.4,"<",NA,"UG_P_KG",NA,NA,0.4,1,NA,NA,67478,246963,36341,2018058,7,8859,2016
"BL4","Kjellviga","Mytilus edulis",2016-03-16,"Whole soft body",1,1,"Kobber",1.5,NA,NA,"MG_P_KG",NA,25,0.02,1,NA,NA,67478,246963,35494,2018052,7,8859,2016
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Krom",0.05,"<",NA,"MG_P_KG",NA,0,NA,1,NA,NA,67478,246671,35671,2014331,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Bly",0.17,NA,NA,"MG_P_KG",NA,0,NA,1,NA,NA,67478,246671,35670,2014328,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2016-03-16,"Whole soft body",1,1,"Nikkel",0.055,NA,NA,"MG_P_KG",NA,40,0.04,1,NA,NA,67478,246963,35558,2018042,7,8859,2016
"BL4","Kjellviga","Mytilus edulis",2016-03-16,"Whole soft body",1,1,"Dibutyltinn (DBT)",2.9,NA,NA,"UG_P_KG",NA,NA,0.3,1,NA,NA,67478,246963,36339,2018056,7,8859,2016
"BL4","Kjellviga","Mytilus edulis",2016-03-16,"Whole soft body",1,1,"Sum PAH 16",46,NA,NA,"UG_P_KG",NA,60,NA,1,NA,NA,67478,246963,35495,2018030,7,8859,2016
"BL4","Kjellviga","Mytilus edulis",2016-03-16,"Whole soft body",1,1,"Antracen",0.5,"<",NA,"UG_P_KG",NA,70,0.5,1,NA,NA,67478,246963,36359,2018033,7,8859,2016
"BL4","Kjellviga","Mytilus edulis",2016-03-16,"Whole soft body",1,1,"Benzo[b,j]fluoranten",3.5,NA,NA,"UG_P_KG",NA,60,0.5,1,NA,NA,67478,246963,36366,2018040,7,8859,2016
"BL4","Kjellviga","Mytilus edulis",2016-03-16,"Whole soft body",1,1,"Dibenzo[a,h]antracen",0.5,"<",NA,"UG_P_KG",NA,60,0.5,1,NA,NA,67478,246963,36369,2018046,7,8859,2016
"BL4","Kjellviga","Mytilus edulis",2016-03-16,"Whole soft body",1,1,"Krom",0.074,NA,NA,"MG_P_KG",NA,50,0.03,1,NA,NA,67478,246963,35542,2018053,7,8859,2016
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Nikkel",0.28,NA,NA,"MG_P_KG",NA,40,0.04,1,NA,NA,67479,242172,35655,1875350,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"PCB 123",4.7,NA,NA,"PG_P_G",NA,0,0.8,1,NA,NA,67479,242172,36559,1875351,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"WHO(2005)-PCB TEQ eksl. LOQ",0.149,NA,NA,"PG_P_G",NA,NA,NA,1,NA,NA,67479,242172,36565,1875359,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Monooktyltinn (MOT)",0.79,"<",NA,"NG_P_G",NA,NA,5,1,NA,NA,67479,242172,36518,1875377,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Tetrabutyltinn (TTBT)-Sn",0.27,"<",NA,"NG_P_G",NA,NA,NA,1,NA,NA,67479,242172,36616,1875368,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Tetrabutyltinn (TetraBT)",0.79,"<",NA,"NG_P_G",NA,NA,5,1,NA,NA,67479,242172,36521,1875386,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Kvikksølv",0.018,NA,NA,"MG_P_KG",NA,30,0.005,1,NA,NA,67479,242172,35532,1875384,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"PCB 105",112,NA,NA,"PG_P_G",NA,0,7.8,1,NA,NA,67479,242172,36570,1875372,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Naftalen",68.6,"<",NA,"NG_P_G",NA,NA,NA,1,NA,NA,67479,242172,36481,1875373,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"PCB 153",0.404,NA,NA,"NG_P_G",NA,0,0.2,1,NA,NA,67479,242172,36556,1875376,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Benzo[a]antracen",1.44,NA,NA,"NG_P_G",NA,NA,NA,1,NA,NA,67479,242172,36478,1875349,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Acenaften",1.24,"<",NA,"NG_P_G",NA,NA,NA,1,NA,NA,67479,242172,36467,1875405,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"PCB 189",1.99,NA,NA,"PG_P_G",NA,0,0.8,1,NA,NA,67479,242172,36564,1875391,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"PCB 180",0.293,"<",NA,"NG_P_G",NA,NA,0.2,1,NA,NA,67479,242172,36557,1875392,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Benzo[g,h,i]perylen",0.84,NA,NA,"NG_P_G",NA,NA,NA,1,NA,NA,67479,242172,36471,1875352,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Pyren",2.85,NA,NA,"NG_P_G",NA,NA,NA,1,NA,NA,67479,242172,36474,1875360,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"WHO(2005)-PCB TEQ inkl. LOQ",0.254,NA,NA,"PG_P_G",NA,NA,0.13,1,NA,NA,67479,242172,36566,1875387,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"PCB 156",15.7,NA,NA,"PG_P_G",NA,0,4.4,1,NA,NA,67479,242172,36571,1875390,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"PCB 118",241,NA,NA,"PG_P_G",NA,0,28,1,NA,NA,67479,242172,36443,1875396,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Antracen",0.35,"<",NA,"NG_P_G",NA,NA,NA,1,NA,NA,67479,242172,36469,1875393,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Sum 16 EPA-PAH ekskl. LOQ",16.3,NA,NA,"NG_P_G",NA,NA,NA,1,NA,NA,67479,242172,31012,1875399,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Fenantren",2.89,"<",NA,"NG_P_G",NA,NA,NA,1,NA,NA,67479,242172,36466,1875383,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Fluoranten",3.82,NA,NA,"NG_P_G",NA,NA,NA,1,NA,NA,67479,242172,36475,1875346,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"PCB 126",1.35,NA,NA,"PG_P_G",NA,0,0.5,1,NA,NA,67479,242172,36560,1875353,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Benzo[b,j]fluoranten",3.03,NA,NA,"NG_P_G",NA,NA,NA,1,NA,NA,67479,242172,36477,1875355,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"PCB 52",0.293,"<",NA,"NG_P_G",NA,NA,0.2,1,NA,NA,67479,242172,36553,1875395,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Dioktyltinn-Sn (DOT-Sn)",0.27,"<",NA,"NG_P_G",NA,NA,NA,1,NA,NA,67479,242172,36613,1875397,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Dioktyltinn (DOT)",0.79,"<",NA,"NG_P_G",NA,NA,5,1,NA,NA,67479,242172,36519,1875366,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"PCB 157",5.1,NA,NA,"PG_P_G",NA,0,0.82,1,NA,NA,67479,242172,36562,1875361,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Benzo[k]fluoranten",0.69,NA,NA,"NG_P_G",NA,NA,NA,1,NA,NA,67479,242172,36479,1875379,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Dibenzo[a,h]antracen",0.0993,NA,NA,"NG_P_G",NA,NA,NA,1,NA,NA,67479,242172,36480,1875403,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Tributyltinn (TBT)",20,NA,NA,"NG_P_G",NA,NA,5,1,NA,NA,67479,242172,36517,1875345,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Monooktyltinn (MOT)-Sn",0.41,"<",NA,"NG_P_G",NA,NA,NA,1,NA,NA,67479,242172,36615,1875398,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"PCB 101",0.293,"<",NA,"NG_P_G",NA,NA,0.2,1,NA,NA,67479,242172,36554,1875371,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Sum 16 EPA-PAH inkl. LOQ",90.9,NA,NA,"NG_P_G",NA,NA,NA,1,NA,NA,67479,242172,31014,1875348,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Krom",0.22,NA,NA,"MG_P_KG",NA,50,0.03,1,NA,NA,67479,242172,35671,1875378,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Dibutyltinn-Sn (DBT-Sn)",2.9,NA,NA,"NG_P_G",NA,NA,NA,1,NA,NA,67479,242172,36612,1875370,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Bly",0.43,NA,NA,"MG_P_KG",NA,25,0.03,1,NA,NA,67479,242172,35670,1875402,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Monobutyltinn (MBT)",3.5,NA,NA,"NG_P_G",NA,NA,5,1,NA,NA,67479,242172,36515,1875400,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Trifenyltinn (TPhT)",2.3,NA,NA,"NG_P_G",NA,NA,5,1,NA,NA,67479,242172,36520,1875369,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"PCB 28",0.293,"<",NA,"NG_P_G",NA,NA,0.2,1,NA,NA,67479,242172,36552,1875406,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Sum 6 DIN-PCB inkl. LOQ",1.87,NA,NA,"NG_P_G",NA,NA,1.2,1,NA,NA,67479,242172,36568,1875380,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Fluoren",1.19,"<",NA,"NG_P_G",NA,NA,NA,1,NA,NA,67479,242172,36472,1875381,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"PCB 138",0.293,"<",NA,"NG_P_G",NA,NA,0.2,1,NA,NA,67479,242172,36555,1875354,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Indeno[1,2,3-cd]pyren",0.793,NA,NA,"NG_P_G",NA,NA,NA,1,NA,NA,67479,242172,36473,1875394,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Dibutyltinn (DBT)",5.8,NA,NA,"NG_P_G",NA,NA,5,1,NA,NA,67479,242172,36516,1875401,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Tørrstoff %",14,NA,NA,"PERCENT",NA,12,0.02,1,NA,NA,67479,242172,36352,1875343,7,8859,2018
"BL5","Bie","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Sum 16 EPA-PAH ekskl. LOQ",9.9,NA,NA,"UG_P_KG",NA,0,NA,1,NA,NA,67479,246672,31234,2014353,7,8859,2021
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Acenaftylen",0.33,"<",NA,"NG_P_G",NA,NA,NA,1,NA,NA,67479,242172,36468,1875374,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Sink",33,NA,NA,"MG_P_KG",NA,25,0.5,1,NA,NA,67479,242172,35656,1875365,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Krysen",1.97,NA,NA,"NG_P_G",NA,NA,NA,1,NA,NA,67479,242172,36476,1875347,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"PCB 114",6.49,NA,NA,"PG_P_G",NA,0,1.1,1,NA,NA,67479,242172,35641,1875385,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Trisykloheksyltinn (TCHT)",1.6,"<",NA,"NG_P_G",NA,NA,10,1,NA,NA,67479,242172,36514,1875356,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"PCB 81",1,NA,NA,"PG_P_G",NA,0,0.54,1,NA,NA,67479,242172,36558,1875364,7,8859,2018
"BL5","Bie","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Kobber",0.88,NA,NA,"MG_P_KG",NA,25,0.02,1,NA,NA,67479,242172,35668,1875367,7,8859,2018
"BL5","Bie","Mytilus edulis",2016-03-16,"Whole soft body",1,1,"Nikkel",0.1,NA,NA,"MG_P_KG",NA,40,0.04,1,NA,NA,67479,246964,35558,2018076,7,8859,2016
"BL5","Bie","Mytilus edulis",2016-03-16,"Whole soft body",1,1,"Naftalen",0.86,NA,NA,"UG_P_KG",NA,70,0.5,1,NA,NA,67479,246964,36370,2018081,7,8859,2016
"BL5","Bie","Mytilus edulis",2016-03-16,"Whole soft body",1,1,"Acenaftylen",0.5,"<",NA,"UG_P_KG",NA,70,0.5,1,NA,NA,67479,246964,36358,2018066,7,8859,2016
"BL5","Bie","Mytilus edulis",2016-03-16,"Whole soft body",1,1,"Benzo[k]fluoranten",2.1,NA,NA,"UG_P_KG",NA,70,0.5,1,NA,NA,67479,246964,36368,2018079,7,8859,2016
